id,postulante_id,dni,postulante,convocatoria,concepto,tipo_pago,monto,voucher,fecha_pago,estado_pago,observacion
412,6800,74173023,Wilmer Condori Pérez,2023-I,Comedor universitario,Comedor universitario,87.0,C-00029,2023-03-21,Observado,Monto incorrecto
413,6795,78116213,Fernando Quispe Benítez,2023-I,Comedor universitario,Comedor universitario,87.0,C-00030,2023-04-02,Validado,
414,4477,78512289,Javier Huamán Benítez,2026-I,Comedor universitario,Comedor universitario,87.0,C-00031,2026-03-07,Observado,Falta comprobante
415,1967,72544242,Lorena Huamán Romero,2026-I,Comedor universitario,Comedor universitario,87.0,C-00032,2026-03-31,Validado,
416,2260,76765788,Iván Castillo Alonso,2025-II,Comedor universitario,Comedor universitario,87.0,C-00033,2025-09-01,Validado,
417,1260,77106672,Fatima Liseth Pilco Romero,2025-II,Comedor universitario,Comedor universitario,87.0,C-00034,2025-08-22,Pendiente,
418,741,73347166,Jhon Campos González,2024-II,Comedor universitario,Comedor universitario,87.0,C-00035,2024-08-20,Validado,
419,3906,71886200,Stephanie Liseth Chávez Fuentes,2024-I,Comedor universitario,Comedor universitario,87.0,C-00036,2024-03-20,Observado,Monto incorrecto
420,3344,76822227,Patricia Ramírez Serrano,2025-II,Comedor universitario,Comedor universitario,87.0,C-00037,2025-08-05,Validado,
421,3586,72085938,Stephanie Fatima Espinoza Iglesias,2025-II,Comedor universitario,Comedor universitario,87.0,C-00038,2025-08-20,Validado,
422,7016,79096762,Miguel Ángel Chávez Delgado,2023-I,Comedor universitario,Comedor universitario,87.0,C-00039,2023-03-30,Validado,
423,7641,73029002,Fatima Lazo Muñoz,2023-II,Comedor universitario,Comedor universitario,87.0,C-00040,2023-08-18,Validado,
424,4646,77561221,Paola Paredes Benítez,2026-I,Comedor universitario,Comedor universitario,87.0,C-00041,2026-03-18,Validado,
425,4902,75871893,Edwin Lazo Blanco,2026-I,Comedor universitario,Comedor universitario,87.0,C-00042,2026-03-13,Pendiente,
426,7147,76408115,Luis Martínez Muñoz,2023-I,Comedor universitario,Comedor universitario,87.0,C-00043,2023-03-29,Validado,
427,7408,79560932,Lorena Cárdenas Castro,2023-II,Comedor universitario,Comedor universitario,87.0,C-00044,2023-08-16,Observado,Monto incorrecto
428,4914,70208745,Nadia Pilco Romero,2026-I,Comedor universitario,Comedor universitario,87.0,C-00045,2026-03-12,Validado,
429,350,78419194,Erick Ramírez Fernández,2026-I,Comedor universitario,Comedor universitario,87.0,C-00046,2026-03-16,Observado,Falta comprobante
430,6622,70591144,Luis Fernando Medina Gutiérrez,2025-II,Comedor universitario,Comedor universitario,87.0,C-00047,2025-08-20,Validado,
431,4900,71708978,Víctor Erick Condori Romero,2026-I,Comedor universitario,Comedor universitario,87.0,C-00048,2026-03-20,Validado,
432,3938,73492856,Milagros León Iglesias,2025-II,Comedor universitario,Comedor universitario,87.0,C-00049,2025-08-12,Pendiente,
433,2031,73737531,Iván Puma González,2024-I,Comedor universitario,Comedor universitario,87.0,C-00050,2024-03-15,Validado,
434,2214,77853755,César Mamani Moreno,2026-I,Comedor universitario,Comedor universitario,87.0,C-00051,2026-03-27,Validado,
435,1349,70647170,Ricardo Condori Moran,2024-I,Comedor universitario,Comedor universitario,87.0,C-00052,2024-03-05,Validado,
436,707,72702870,Mónica Cutipa Sánchez,2024-I,Comedor universitario,Comedor universitario,87.0,C-00053,2024-03-22,Validado,
437,4560,76643689,Milagros Villanueva Vásquez,2024-II,Comedor universitario,Comedor universitario,87.0,C-00054,2024-08-22,Pendiente,
438,2230,72082280,Jhon Reyes Serrano,2024-II,Comedor universitario,Comedor universitario,87.0,C-00055,2024-08-17,Observado,Falta comprobante
439,3491,72733169,Juan Carlos Rodríguez Pérez,2025-I,Comedor universitario,Comedor universitario,87.0,C-00056,2025-03-25,Pendiente,
440,3657,77503113,Pablo Huanca Carrasco,2026-I,Comedor universitario,Comedor universitario,87.0,C-00057,2026-03-31,Validado,
441,1418,72751906,Diego Flores Alonso,2025-II,Comedor universitario,Comedor universitario,87.0,C-00058,2025-08-26,Validado,
442,2490,76735650,Lucía Cutipa Gutiérrez,2025-I,Comedor universitario,Comedor universitario,87.0,C-00059,2025-03-14,Validado,
443,1106,73659709,Víctor Castillo González,2024-II,Comedor universitario,Comedor universitario,87.0,C-00060,2024-08-14,Validado,
444,6536,72709870,Cristian Ventura Navarro,2024-I,Comedor universitario,Comedor universitario,87.0,C-00061,2024-03-20,Validado,
445,7688,72714461,Karina López Fuentes,2023-II,Comedor universitario,Comedor universitario,87.0,C-00062,2023-08-16,Observado,Falta comprobante
446,4666,77099466,Nadia Fatima Ccallo Aguilar,2025-II,Comedor universitario,Comedor universitario,87.0,C-00063,2025-08-27,Validado,
447,6608,71214177,Rocío Flores Cano,2025-II,Comedor universitario,Comedor universitario,87.0,C-00064,2025-08-05,Validado,
448,6610,75835253,Erick Medina Delgado,2024-II,Comedor universitario,Comedor universitario,87.0,C-00065,2024-08-06,Pendiente,
449,3673,73705608,Juan Carlos Cutipa Navarro,2025-I,Comedor universitario,Comedor universitario,87.0,C-00066,2025-03-14,Observado,Falta comprobante
450,5480,78604428,Evelyn Carmen León Moran,2024-II,Comedor universitario,Comedor universitario,87.0,C-00067,2024-08-06,Validado,
451,358,75328403,Stephanie Flores Iglesias,2024-II,Comedor universitario,Comedor universitario,87.0,C-00068,2024-08-21,Validado,
452,4103,70502532,Cristian Huanca Cano,2026-I,Comedor universitario,Comedor universitario,87.0,C-00069,2026-03-12,Validado,
453,4093,75690305,Edwin Ramírez Delgado,2024-II,Comedor universitario,Comedor universitario,87.0,C-00070,2024-09-02,Observado,Monto incorrecto
454,3768,70519368,Kevin Soto González,2026-I,Comedor universitario,Comedor universitario,87.0,C-00071,2026-03-17,Validado,
455,2069,71859994,Liseth Lorena Sánchez Delgado,2024-II,Comedor universitario,Comedor universitario,87.0,C-00072,2024-08-01,Validado,
456,3713,70208890,Juan Rojas Álvarez,2026-I,Comedor universitario,Comedor universitario,87.0,C-00073,2026-03-31,Observado,Falta comprobante
457,3837,77831756,Nadia Fatima Ortega Moran,2025-I,Comedor universitario,Comedor universitario,87.0,C-00074,2025-03-10,Validado,
458,5350,76056171,Flor Ccallo Martínez,2025-I,Comedor universitario,Comedor universitario,87.0,C-00075,2025-03-05,Observado,Falta comprobante
459,1901,74596432,Luis Martínez Serrano,2024-I,Comedor universitario,Comedor universitario,87.0,C-00076,2024-03-30,Observado,Falta comprobante
460,1557,75944002,Ronal Campos Martínez,2024-II,Comedor universitario,Comedor universitario,87.0,C-00077,2024-08-22,Validado,
461,82,72488628,Flor Ramírez Romero,2024-I,Comedor universitario,Comedor universitario,87.0,C-00078,2024-03-13,Validado,
462,2320,72028738,Jhon Carlos Vargas González,2026-I,Comedor universitario,Comedor universitario,87.0,C-00079,2026-03-28,Validado,
463,3174,75034446,Iván Rojas Fuentes,2026-I,Comedor universitario,Comedor universitario,87.0,C-00080,2026-03-11,Observado,Monto incorrecto
464,2460,74375747,Nadia Chávez Moreno,2024-II,Comedor universitario,Comedor universitario,87.0,C-00081,2024-08-03,Validado,
465,4201,71961842,Cinthia Lazo Muñoz,2024-I,Comedor universitario,Comedor universitario,87.0,C-00082,2024-03-07,Validado,
466,2616,72845078,Patricia Mariana Apaza Muñoz,2024-II,Comedor universitario,Comedor universitario,87.0,C-00083,2024-08-05,Validado,
467,581,72082914,Nadia Rocío Quispe Núñez,2024-II,Comedor universitario,Comedor universitario,87.0,C-00084,2024-08-05,Pendiente,
468,6796,78097331,Rosa Cinthia Apaza Núñez,2023-I,Comedor universitario,Comedor universitario,87.0,C-00085,2023-03-20,Validado,
469,428,76016144,Nadia Cruz Jiménez,2026-I,Comedor universitario,Comedor universitario,87.0,C-00086,2026-03-05,Validado,
470,2551,77408891,Stephanie Fatima Flores Gutiérrez,2024-II,Comedor universitario,Comedor universitario,87.0,C-00087,2024-08-21,Validado,
471,2111,70155184,Héctor Vargas Pérez,2025-II,Comedor universitario,Comedor universitario,87.0,C-00088,2025-08-24,Validado,
472,6617,75765744,Sandra Rodríguez Sánchez,2024-I,Comedor universitario,Comedor universitario,87.0,C-00089,2024-03-23,Validado,
473,3833,79524900,Rodrigo Morales Jiménez,2026-I,Comedor universitario,Comedor universitario,87.0,C-00090,2026-03-11,Validado,
474,1032,74049023,Marco Espinoza Hidalgo,2026-I,Comedor universitario,Comedor universitario,87.0,C-00091,2026-03-25,Validado,
475,1834,77729652,Sebastián Chávez Cabrera,2025-II,Comedor universitario,Comedor universitario,87.0,C-00092,2025-09-02,Validado,
476,2240,71012515,Flor Torres Moreno,2025-I,Comedor universitario,Comedor universitario,87.0,C-00093,2025-03-22,Validado,
477,4615,77188393,Sandra Morales González,2025-II,Comedor universitario,Comedor universitario,87.0,C-00094,2025-08-09,Observado,Monto incorrecto
478,6928,76168988,Alejandro Coila Carrasco,2023-I,Comedor universitario,Comedor universitario,87.0,C-00095,2023-03-29,Validado,
479,1492,70982476,Miguel López Delgado,2025-I,Comedor universitario,Comedor universitario,87.0,C-00096,2025-03-22,Validado,
480,430,78910743,Iván Martínez Martínez,2024-I,Comedor universitario,Comedor universitario,87.0,C-00097,2024-03-15,Validado,
481,6984,74394221,Rodrigo Ramos Cano,2023-I,Comedor universitario,Comedor universitario,87.0,C-00098,2023-04-03,Validado,
482,4123,75033141,Xiomara Vargas Muñoz,2024-II,Comedor universitario,Comedor universitario,87.0,C-00099,2024-08-03,Pendiente,
483,6374,77421771,Alex Villanueva Muñoz,2026-I,Comedor universitario,Comedor universitario,87.0,C-00100,2026-03-11,Validado,
484,5285,78208821,Luis Cutipa Álvarez,2024-I,Comedor universitario,Comedor universitario,87.0,C-00101,2024-03-17,Validado,
485,4709,75806319,Evelyn Carmen Mendoza Iglesias,2024-II,Comedor universitario,Comedor universitario,87.0,C-00102,2024-08-13,Observado,Monto incorrecto
486,5048,75356132,Liseth León Sánchez,2024-I,Comedor universitario,Comedor universitario,87.0,C-00103,2024-03-01,Observado,Falta comprobante
487,5845,71409322,Patricia Pilco Sánchez,2024-II,Comedor universitario,Comedor universitario,87.0,C-00104,2024-08-08,Validado,
488,811,70988730,Jorge Paredes Molina,2025-II,Comedor universitario,Comedor universitario,87.0,C-00105,2025-08-20,Pendiente,
489,5408,73294007,Sandra Medina Pérez,2024-II,Comedor universitario,Comedor universitario,87.0,C-00106,2024-08-31,Validado,
490,3167,77591830,Fatima Paredes Muñoz,2025-II,Comedor universitario,Comedor universitario,87.0,C-00107,2025-08-26,Validado,
491,3712,73611597,Edwin Cristian García Iglesias,2025-II,Comedor universitario,Comedor universitario,87.0,C-00108,2025-08-15,Pendiente,
492,1572,70690824,Diego Pilco Iglesias,2025-II,Comedor universitario,Comedor universitario,87.0,C-00109,2025-08-29,Pendiente,
493,972,71346274,Lucía Reyes Cano,2025-I,Comedor universitario,Comedor universitario,87.0,C-00110,2025-03-24,Validado,
494,4368,76168988,Alejandro Coila Carrasco,2024-I,Comedor universitario,Comedor universitario,87.0,C-00111,2024-03-03,Observado,Monto incorrecto
495,153,75540893,Víctor Erick Ccallo Lozano,2025-II,Comedor universitario,Comedor universitario,87.0,C-00112,2025-08-06,Validado,
496,3137,74640157,Pablo Paredes González,2025-II,Comedor universitario,Comedor universitario,87.0,C-00113,2025-08-05,Observado,Monto incorrecto
497,6268,79377738,Pablo Mamani Serrano,2024-I,Comedor universitario,Comedor universitario,87.0,C-00114,2024-03-18,Validado,
498,944,74017327,Víctor Erick Ventura Gutiérrez,2024-I,Comedor universitario,Comedor universitario,87.0,C-00115,2024-03-26,Validado,
499,6907,73522962,David Soto Serrano,2023-I,Comedor universitario,Comedor universitario,87.0,C-00116,2023-03-29,Observado,Monto incorrecto
500,2746,74478451,Javier Castillo Muñoz,2024-II,Comedor universitario,Comedor universitario,87.0,C-00117,2024-08-22,Validado,
501,6089,72756040,Stephanie Fatima Chávez Hidalgo,2024-I,Comedor universitario,Comedor universitario,87.0,C-00118,2024-03-28,Pendiente,
502,6567,78862050,Rodrigo Coila Blanco,2024-II,Comedor universitario,Comedor universitario,87.0,C-00119,2024-08-03,Validado,
503,1600,74171554,Víctor Erick Cruz Álvarez,2024-I,Comedor universitario,Comedor universitario,87.0,C-00120,2024-03-13,Validado,
504,1346,73936459,Pablo Reyes Lozano,2024-II,Comedor universitario,Comedor universitario,87.0,C-00121,2024-08-15,Validado,
505,884,74293781,Luis Condori Lozano,2024-II,Comedor universitario,Comedor universitario,87.0,C-00122,2024-08-21,Validado,
506,2017,74904897,Héctor Herrera Serrano,2024-II,Comedor universitario,Comedor universitario,87.0,C-00123,2024-08-01,Validado,
507,3880,76428895,Alejandro Rojas Delgado,2024-II,Comedor universitario,Comedor universitario,87.0,C-00124,2024-08-16,Validado,
508,5871,72547034,Iván Huanca Gutiérrez,2025-II,Comedor universitario,Comedor universitario,87.0,C-00125,2025-08-18,Validado,
509,1957,73677122,Rosa Sánchez Serrano,2024-II,Comedor universitario,Comedor universitario,87.0,C-00126,2024-09-03,Pendiente,
510,4100,71923357,Stephanie Fatima Ccallo Muñoz,2026-I,Comedor universitario,Comedor universitario,87.0,C-00127,2026-03-25,Observado,Falta comprobante
511,4486,73591484,Rosa Cinthia Quispe Hidalgo,2025-II,Comedor universitario,Comedor universitario,87.0,C-00128,2025-08-01,Validado,
512,4960,78364984,Sofía Pilco Fernández,2026-I,Comedor universitario,Comedor universitario,87.0,C-00129,2026-03-10,Validado,
513,3052,71161427,Patricia Mariana Puma Aguilar,2026-I,Comedor universitario,Comedor universitario,87.0,C-00130,2026-03-01,Validado,
514,6752,78973258,Iván Campos Muñoz,2023-I,Comedor universitario,Comedor universitario,87.0,C-00131,2023-03-31,Pendiente,
515,6359,74055180,Héctor Alejandro Quispe Serrano,2024-II,Comedor universitario,Comedor universitario,87.0,C-00132,2024-08-17,Validado,
516,476,71128599,Ronal Lazo Navarro,2024-I,Comedor universitario,Comedor universitario,87.0,C-00133,2024-03-07,Validado,
517,7510,75547161,Héctor Alejandro Pérez Núñez,2023-II,Comedor universitario,Comedor universitario,87.0,C-00134,2023-08-18,Pendiente,
518,3668,79791812,Rocío Soto Moreno,2026-I,Comedor universitario,Comedor universitario,87.0,C-00135,2026-03-09,Validado,
519,769,77441397,Pablo Rubén Medina Molina,2025-I,Comedor universitario,Comedor universitario,87.0,C-00136,2025-03-24,Observado,Falta comprobante
520,4292,75546485,Héctor Morales Muñoz,2024-II,Comedor universitario,Comedor universitario,87.0,C-00137,2024-08-29,Validado,
521,408,72179482,Wilmer Flores Carrasco,2024-II,Comedor universitario,Comedor universitario,87.0,C-00138,2024-08-08,Observado,Falta comprobante
522,6527,73133352,Ana Huamán Molina,2024-II,Comedor universitario,Comedor universitario,87.0,C-00139,2024-08-05,Observado,Monto incorrecto
523,4255,76597943,Karina Paredes Sánchez,2026-I,Comedor universitario,Comedor universitario,87.0,C-00140,2026-03-19,Validado,
524,1897,70625496,Fernando Ruiz Muñoz,2024-I,Comedor universitario,Comedor universitario,87.0,C-00141,2024-03-06,Validado,
525,2445,71707604,Lorena Reyes Romero,2026-I,Comedor universitario,Comedor universitario,87.0,C-00142,2026-03-23,Validado,
526,4326,76086615,Kevin Pilco Gutiérrez,2025-I,Comedor universitario,Comedor universitario,87.0,C-00143,2025-03-15,Validado,
527,2576,74100456,César Alex Martínez Iglesias,2026-I,Comedor universitario,Comedor universitario,87.0,C-00144,2026-03-06,Validado,
528,7616,78140060,Patricia Huamán Jiménez,2023-II,Comedor universitario,Comedor universitario,87.0,C-00145,2023-08-09,Validado,
529,614,77646795,Evelyn Apaza Muñoz,2025-II,Comedor universitario,Comedor universitario,87.0,C-00146,2025-08-03,Observado,Falta comprobante
530,4513,71410572,Paola Apaza Hidalgo,2024-II,Comedor universitario,Comedor universitario,87.0,C-00147,2024-08-30,Validado,
531,1475,73784652,Valeria López Gutiérrez,2024-I,Comedor universitario,Comedor universitario,87.0,C-00148,2024-03-06,Validado,
532,5312,77422827,Ana Ramírez Jiménez,2025-I,Comedor universitario,Comedor universitario,87.0,C-00149,2025-03-25,Validado,
533,5658,71701048,Nadia Fatima Villanueva Delgado,2024-I,Comedor universitario,Comedor universitario,87.0,C-00150,2024-03-29,Validado,
534,3375,71614602,Valeria Flores Fuentes,2026-I,Comedor universitario,Comedor universitario,87.0,C-00151,2026-03-06,Validado,
535,7482,75870420,Edwin Cristian Torres Hidalgo,2023-II,Comedor universitario,Comedor universitario,87.0,C-00152,2023-08-08,Pendiente,
536,3428,73118973,Nadia Rocío Castillo Jiménez,2024-II,Comedor universitario,Comedor universitario,87.0,C-00153,2024-08-24,Validado,
537,1846,71237380,Liseth León Serrano,2025-II,Comedor universitario,Comedor universitario,87.0,C-00154,2025-08-20,Validado,
538,7627,75219621,Flor Castillo Moran,2023-II,Comedor universitario,Comedor universitario,87.0,C-00155,2023-08-13,Validado,
539,2384,77334367,Juan Cutipa Serrano,2026-I,Comedor universitario,Comedor universitario,87.0,C-00156,2026-03-20,Pendiente,
540,7590,73363428,Héctor Espinoza Iglesias,2023-II,Comedor universitario,Comedor universitario,87.0,C-00157,2023-08-14,Validado,
541,5567,78965162,Brenda Huanca Muñoz,2024-II,Comedor universitario,Comedor universitario,87.0,C-00158,2024-08-23,Pendiente,
542,4236,76739238,Wilmer Rodrigo Cruz Vásquez,2025-II,Comedor universitario,Comedor universitario,87.0,C-00159,2025-08-03,Pendiente,
543,2931,76797745,Milagros Herrera Muñoz,2025-I,Comedor universitario,Comedor universitario,87.0,C-00160,2025-03-17,Observado,Monto incorrecto
544,6168,71784758,Mónica Castillo Iglesias,2025-I,Comedor universitario,Comedor universitario,87.0,C-00161,2025-03-05,Observado,Monto incorrecto
545,385,75241884,Alex León Vásquez,2026-I,Comedor universitario,Comedor universitario,87.0,C-00162,2026-03-30,Validado,
546,3068,76180925,José Huamán Álvarez,2024-I,Comedor universitario,Comedor universitario,87.0,C-00163,2024-03-29,Validado,
547,6766,75998194,Stephanie Fatima García Iglesias,2023-I,Comedor universitario,Comedor universitario,87.0,C-00164,2023-03-22,Validado,
548,1831,72330234,Rodrigo Salazar Martínez,2024-II,Comedor universitario,Comedor universitario,87.0,C-00165,2024-08-24,Observado,Monto incorrecto
549,334,79086640,Lorena Coila Muñoz,2026-I,Comedor universitario,Comedor universitario,87.0,C-00166,2026-03-24,Pendiente,
550,2975,79281721,Xiomara María Mamani Iglesias,2025-II,Comedor universitario,Comedor universitario,87.0,C-00167,2025-08-17,Validado,
551,4241,73675165,Evelyn Ventura Aguilar,2024-I,Comedor universitario,Comedor universitario,87.0,C-00168,2024-03-05,Validado,
552,1642,77953202,Liseth Lorena Soto Castro,2025-II,Comedor universitario,Comedor universitario,87.0,C-00169,2025-08-16,Observado,Monto incorrecto
553,2918,75625209,Sofía Pérez Cabrera,2025-I,Comedor universitario,Comedor universitario,87.0,C-00170,2025-03-22,Validado,
554,1006,70000159,Rubén García Navarro,2024-I,Comedor universitario,Comedor universitario,87.0,C-00171,2024-03-04,Validado,
555,6845,70033035,Daniela Valeria Villanueva Moreno,2023-I,Comedor universitario,Comedor universitario,87.0,C-00172,2023-04-02,Validado,
556,7198,72647964,Lucía Huanca Carrasco,2023-II,Comedor universitario,Comedor universitario,87.0,C-00173,2023-08-07,Pendiente,
557,4361,77058237,Pablo Paredes Blanco,2025-II,Comedor universitario,Comedor universitario,87.0,C-00174,2025-08-06,Validado,
558,1611,70190530,Wilmer Pérez Núñez,2024-II,Comedor universitario,Comedor universitario,87.0,C-00175,2024-08-04,Validado,
559,405,74480989,Erick Lazo Navarro,2025-II,Comedor universitario,Comedor universitario,87.0,C-00176,2025-08-30,Validado,
560,4176,73486212,Patricia Mariana Campos Iglesias,2025-II,Comedor universitario,Comedor universitario,87.0,C-00177,2025-09-02,Validado,
561,5214,70861660,Diego Rodríguez González,2026-I,Comedor universitario,Comedor universitario,87.0,C-00178,2026-03-04,Pendiente,
562,7406,71592747,Stephanie Coila Aguilar,2023-II,Comedor universitario,Comedor universitario,87.0,C-00179,2023-08-13,Validado,
563,1093,76531004,Pablo Rodríguez Serrano,2025-II,Comedor universitario,Comedor universitario,87.0,C-00180,2025-09-02,Pendiente,
564,6588,70049569,Xiomara María Soto Castro,2026-I,Comedor universitario,Comedor universitario,87.0,C-00181,2026-03-27,Validado,
565,3063,70113458,Héctor Quispe Núñez,2026-I,Comedor universitario,Comedor universitario,87.0,C-00182,2026-03-03,Validado,
566,2058,74732826,Liseth Lorena García Jiménez,2024-II,Comedor universitario,Comedor universitario,87.0,C-00183,2024-08-02,Pendiente,
567,1377,70629814,Patricia Mariana Ccallo Jiménez,2025-II,Comedor universitario,Comedor universitario,87.0,C-00184,2025-08-10,Validado,
568,542,74585262,Rosa López Castro,2026-I,Comedor universitario,Comedor universitario,87.0,C-00185,2026-03-27,Validado,
569,2102,72490034,Cristian Ramos Martínez,2025-II,Comedor universitario,Comedor universitario,87.0,C-00186,2025-08-28,Pendiente,
570,6181,71089451,Patricia Mariana León Romero,2024-I,Comedor universitario,Comedor universitario,87.0,C-00187,2024-03-05,Observado,Falta comprobante
571,2457,79174352,Nadia Sánchez Moreno,2026-I,Comedor universitario,Comedor universitario,87.0,C-00188,2026-03-03,Pendiente,
572,6354,77691525,Claudia Rojas Lozano,2025-II,Comedor universitario,Comedor universitario,87.0,C-00189,2025-08-29,Validado,
573,2052,75944560,Juan Ruiz Pérez,2025-I,Comedor universitario,Comedor universitario,87.0,C-00190,2025-03-23,Validado,
574,2238,78684768,Ricardo Ramírez Serrano,2025-II,Comedor universitario,Comedor universitario,87.0,C-00191,2025-08-03,Observado,Monto incorrecto
575,5748,76364302,Mariana Ramos Cabrera,2025-II,Comedor universitario,Comedor universitario,87.0,C-00192,2025-09-01,Validado,
576,6746,72855338,Brenda Ruiz Molina,2023-I,Comedor universitario,Comedor universitario,87.0,C-00193,2023-03-26,Validado,
577,7276,74138019,Ronal Martínez Iglesias,2023-II,Comedor universitario,Comedor universitario,87.0,C-00194,2023-08-08,Validado,
578,3849,72894796,Víctor Vargas Hidalgo,2026-I,Comedor universitario,Comedor universitario,87.0,C-00195,2026-03-25,Validado,
579,1212,71836783,Flor Paredes Romero,2025-I,Comedor universitario,Comedor universitario,87.0,C-00196,2025-03-27,Validado,
580,2964,78132503,Wilmer Puma Muñoz,2026-I,Comedor universitario,Comedor universitario,87.0,C-00197,2026-03-28,Validado,
581,660,79557275,Sandra Quispe Jiménez,2024-I,Comedor universitario,Comedor universitario,87.0,C-00198,2024-03-01,Validado,
582,6229,79330248,Javier Salazar Iglesias,2025-I,Comedor universitario,Comedor universitario,87.0,C-00199,2025-03-03,Validado,
583,340,78828037,Karina Valeria Condori Jiménez,2024-I,Comedor universitario,Comedor universitario,87.0,C-00200,2024-03-24,Validado,
584,3838,70084676,Evelyn García Cabrera,2024-I,Comedor universitario,Comedor universitario,87.0,C-00201,2024-03-07,Validado,
585,6936,70563928,Karina Villanueva Cabrera,2023-I,Comedor universitario,Comedor universitario,87.0,C-00202,2023-04-03,Observado,Falta comprobante
586,2122,71019851,Karina Salazar Moran,2024-II,Comedor universitario,Comedor universitario,87.0,C-00203,2024-08-30,Validado,
587,6318,72180034,David Espinoza Jiménez,2026-I,Comedor universitario,Comedor universitario,87.0,C-00204,2026-03-31,Validado,
588,7652,78333769,Héctor Alejandro Huamán Serrano,2023-II,Comedor universitario,Comedor universitario,87.0,C-00205,2023-08-07,Validado,
589,6832,79204956,Héctor Alejandro León Cabrera,2023-I,Comedor universitario,Comedor universitario,87.0,C-00206,2023-03-27,Validado,
590,1754,72447946,Javier Fernando Campos Fuentes,2024-I,Comedor universitario,Comedor universitario,87.0,C-00207,2024-03-30,Validado,
591,2635,79633449,Karina Valeria León Lozano,2024-I,Comedor universitario,Comedor universitario,87.0,C-00208,2024-03-27,Validado,
592,2585,74304858,Liseth Lorena Cárdenas Fernández,2024-I,Comedor universitario,Comedor universitario,87.0,C-00209,2024-03-08,Validado,
593,5808,72223724,Héctor Morales Pérez,2024-I,Comedor universitario,Comedor universitario,87.0,C-00210,2024-03-14,Validado,
594,2191,74109395,Paola Evelyn López Molina,2026-I,Comedor universitario,Comedor universitario,87.0,C-00211,2026-03-08,Validado,
595,4329,76650223,Mónica López Vásquez,2025-I,Comedor universitario,Comedor universitario,87.0,C-00212,2025-03-08,Validado,
596,883,76998173,Kevin Ruiz Fernández,2025-I,Comedor universitario,Comedor universitario,87.0,C-00213,2025-03-27,Observado,Falta comprobante
597,3543,77166533,Pablo Cárdenas Molina,2026-I,Comedor universitario,Comedor universitario,87.0,C-00214,2026-03-12,Validado,
598,6184,71237328,Liseth Lorena Vega Sánchez,2024-II,Comedor universitario,Comedor universitario,87.0,C-00215,2024-09-01,Observado,Monto incorrecto
599,6714,72108799,Xiomara María Sánchez Lozano,2023-I,Comedor universitario,Comedor universitario,87.0,C-00216,2023-03-30,Validado,
600,3422,72401161,Rosa Cinthia López Iglesias,2025-I,Comedor universitario,Comedor universitario,87.0,C-00217,2025-03-16,Validado,
601,11,70120642,Nadia Fatima Apaza Molina,2024-II,Comedor universitario,Comedor universitario,87.0,C-00218,2024-08-05,Validado,
602,1218,70381001,Juan Carlos Ramírez Núñez,2024-II,Comedor universitario,Comedor universitario,87.0,C-00219,2024-08-22,Validado,
603,5519,79265588,Daniela Ccopa Aguilar,2026-I,Comedor universitario,Comedor universitario,87.0,C-00220,2026-03-06,Validado,
604,5771,72255599,Paola Evelyn Torres Muñoz,2025-I,Comedor universitario,Comedor universitario,87.0,C-00221,2025-03-19,Validado,
605,1671,78835331,Héctor Jorge Salazar Navarro,2024-II,Comedor universitario,Comedor universitario,87.0,C-00222,2024-08-30,Pendiente,
606,2940,76762610,Jorge Huanca Martínez,2025-I,Comedor universitario,Comedor universitario,87.0,C-00223,2025-03-22,Observado,Monto incorrecto
607,991,74179188,Rubén César León Moreno,2026-I,Comedor universitario,Comedor universitario,87.0,C-00224,2026-03-11,Observado,Falta comprobante
608,2572,79134578,Héctor Alejandro Ccopa Delgado,2026-I,Comedor universitario,Comedor universitario,87.0,C-00225,2026-03-13,Validado,
609,1151,77318900,Ricardo Ruiz Iglesias,2025-I,Comedor universitario,Comedor universitario,87.0,C-00226,2025-03-10,Observado,Monto incorrecto
610,7131,71109238,Milagros Ramos Serrano,2023-I,Comedor universitario,Comedor universitario,87.0,C-00227,2023-03-29,Validado,
611,1521,75308190,David Sánchez Castro,2024-I,Comedor universitario,Comedor universitario,87.0,C-00228,2024-03-04,Observado,Falta comprobante
612,7645,76363941,David Castillo Sánchez,2023-II,Comedor universitario,Comedor universitario,87.0,C-00229,2023-08-19,Validado,
613,5515,72104132,Cinthia Ruiz Carrasco,2025-II,Comedor universitario,Comedor universitario,87.0,C-00230,2025-08-17,Validado,
614,4577,79223826,Fatima Salazar Blanco,2026-I,Comedor universitario,Comedor universitario,87.0,C-00231,2026-03-11,Validado,
615,6596,72763735,Fernando Ccallo Cano,2026-I,Comedor universitario,Comedor universitario,87.0,C-00232,2026-03-03,Validado,
616,4074,71127330,Milagros Castillo González,2025-I,Comedor universitario,Comedor universitario,87.0,C-00233,2025-02-27,Validado,
617,2974,71722116,Pablo Cruz Martínez,2024-II,Comedor universitario,Comedor universitario,87.0,C-00234,2024-08-31,Validado,
618,7644,70046574,Héctor Jorge Soto Moran,2023-II,Comedor universitario,Comedor universitario,87.0,C-00235,2023-08-19,Validado,
619,6085,73443346,César Puma González,2025-I,Comedor universitario,Comedor universitario,87.0,C-00236,2025-02-28,Validado,
620,3330,74248060,Flor Puma Iglesias,2025-II,Comedor universitario,Comedor universitario,87.0,C-00237,2025-08-06,Observado,Monto incorrecto
